Index,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,Year,Journal,Database,DOI,bins
592,C=CCC#N,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162[C-]->52C->6=C->7C->8=C->92)C=C1.C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%172[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2[C-]->52C->6=C->7C->8=C->92)C=C1.C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-0.851258349,2009,Organometallics,ACS,10.1021/om9000583,31
594,C=CCC#N,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162C2=NC3=C(C=CC=C3)N=C2P->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2C2=NC3=C(C=CC=C3)N=C2P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-0.491361694,2009,Organometallics,ACS,10.1021/om9000583,44
595,C=CCC#N,Rh,O=C1OC(=O)C(P->%162[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P->%171[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],O=C1OC(=O)C(P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P1[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-0.908485019,2009,Organometallics,ACS,10.1021/om9000583,29
596,C=CCC#N,Rh,C[C@@H]1CC[C@@H](C)P->%161C1=C(P->%172[C@H](C)CC[C@H]2C)C(=O)OC1=O.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H]1CC[C@@H](C)P1C1=C(P2[C@H](C)CC[C@H]2C)C(=O)OC1=O,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-0.785329835,2009,Organometallics,ACS,10.1021/om9000583,34
597,C=COC(C)=O,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-2.0,2009,Organometallics,ACS,10.1021/om9000583,0
599,C=COC(C)=O,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-2.0,2009,Organometallics,ACS,10.1021/om9000583,0
601,C=COC(C)=O,Rh,C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P->%162C2=NC=CN=C2P->%172[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P2C2=NC=CN=C2P2[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-2.0,2009,Organometallics,ACS,10.1021/om9000583,0
602,C=COC(C)=O,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162C2=NC3=C(C=CC=C3)N=C2P->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2C2=NC3=C(C=CC=C3)N=C2P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-1.401400541,2009,Organometallics,ACS,10.1021/om9000583,10
603,C=COC(C)=O,Rh,O=C1OC(=O)C(P->%162[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P->%171[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],O=C1OC(=O)C(P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P1[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-2.0,2009,Organometallics,ACS,10.1021/om9000583,0
604,C=COC(C)=O,Rh,C[C@@H]1CC[C@@H](C)P->%161C1=C(P->%172[C@H](C)CC[C@H]2C)C(=O)OC1=O.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H]1CC[C@@H](C)P1C1=C(P2[C@H](C)CC[C@H]2C)C(=O)OC1=O,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-1.874481818,2009,Organometallics,ACS,10.1021/om9000583,2
605,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,10.0,0.5,23.0,1.0,200.0,1.0,-1.105685849,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,21
606,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,10.0,0.5,18.0,1.0,200.0,5.0,-1.204304592,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,17
607,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,10.0,0.5,9.5,1.0,200.0,5.0,-1.170929804,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,19
608,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,10.0,0.5,7.5,1.0,200.0,1.0,-1.165821387,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,19
609,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,10.0,0.5,1.5,1.0,200.0,5.0,-0.824808419,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,32
610,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,40.0,0.5,8.0,1.0,200.0,1.0,-1.283346922,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,14
611,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,40.0,0.5,20.5,1.0,200.0,5.0,-1.239265031,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,16
612,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,40.0,0.5,9.0,1.0,200.0,5.0,-1.199618529,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,18
613,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,40.0,0.5,2.0,1.0,200.0,1.0,-0.934343339,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,28
615,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,10.0,0.5,19.5,2.0,200.0,1.0,-0.958116705,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,27
616,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,40.0,0.5,4.5,2.0,200.0,1.0,-0.999522491,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,26
617,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,40.0,0.5,2.0,2.0,200.0,1.0,-1.028107898,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,24
618,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,343.15,25.0,0.5,1.5,1.5,200.0,3.0,-1.108269259,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,21
619,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,343.15,25.0,0.5,1.4,1.5,200.0,3.0,-1.098648415,2004,Tetrahedron: Asymmetry,Elsevier,10.1016/j.tetasy.2004.03.043,22
622,C=CCC#N,Rh,CC1=CC(C)=C2OP->%16(N(C)C)OC3=[C@@](C(C)=C(C)C=C3(C))[C@@]2=C1C.CC1=CC(C)=C2OP->%17(N(C)C)OC3=[C@@](C(C)=C(C)C=C3(C))[C@@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C)=C2OP(N(C)C)OC3=[C@@](C(C)=C(C)C=C3(C))[C@@]2=C1C,C1=CC=CC=C1,333.15,40.0,1.0,5.0,3.0,200.0,1.0,-0.753327667,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,35
623,C=CCC#N,Rh,CC1=CC(Br)=C2OP->%16(N(C)C)OC3=[C@@](C(C)=C(C)C=C3(Br))[C@@]2=C1C.CC1=CC(Br)=C2OP->%17(N(C)C)OC3=[C@@](C(C)=C(C)C=C3(Br))[C@@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(Br)=C2OP(N(C)C)OC3=[C@@](C(C)=C(C)C=C3(Br))[C@@]2=C1C,C1=CC=CC=C1,333.15,40.0,1.0,5.0,3.0,200.0,1.0,-0.688629171,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,38
624,C=CCC#N,Rh,CC1=CC(C2=CC=CC=C2)=C2OP->%16(N(C)C)OC3=[C@@](C(C)=C(C)C=C3C3=CC=CC=C3)[C@@]2=C1C.CC1=CC(C2=CC=CC=C2)=C2OP->%17(N(C)C)OC3=[C@@](C(C)=C(C)C=C3C3=CC=CC=C3)[C@@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C2=CC=CC=C2)=C2OP(N(C)C)OC3=[C@@](C(C)=C(C)C=C3C3=CC=CC=C3)[C@@]2=C1C,C1=CC=CC=C1,333.15,40.0,1.0,5.0,3.0,200.0,1.0,-0.720159303,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,36
625,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,C1=CC=CC=C1,333.15,40.0,1.0,5.0,3.0,200.0,1.0,-1.06069784,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,23
627,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,C1=CC=CC=C1,333.15,40.0,1.0,5.0,1.0,200.0,1.0,-0.954242509,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,27
628,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,C1=CC=CC=C1,333.15,40.0,1.0,5.0,2.0,200.0,1.0,-1.004798883,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,25
629,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,C1=CC=CC=C1,333.15,40.0,1.0,5.0,3.0,200.0,1.0,-1.06069784,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,23
630,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,C1=CC=CC=C1,333.15,40.0,1.0,5.0,4.0,200.0,1.0,-1.123384909,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,20
631,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,CC1=CC=CC=C1,333.15,40.0,1.0,5.0,3.0,200.0,1.0,-0.954242509,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,27
635,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,CC1=CC=CC=C1,323.15,40.0,1.0,5.0,3.0,200.0,1.0,-1.06069784,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,23
636,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,CC1=CC=CC=C1,313.15,40.0,1.0,5.0,3.0,200.0,1.0,-1.123384909,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,20
637,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,CC1=CC=CC=C1,313.15,40.0,1.0,23.0,3.0,200.0,1.0,-1.123384909,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,20
638,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,CC1=CC=CC=C1,303.15,40.0,1.0,47.0,3.0,200.0,1.0,-1.278753601,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,14
639,C=CCC#N,Rh,CC1=CC(C(C)(C)C)=C2OP->%16(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.CC1=CC(C(C)(C)C)=C2OP->%17(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C(C)(C)C)=C2OP(N(C)C)OC3=[C@](C(C)=C(C)C=C3C(C)(C)C)[C@]2=C1C,CC1=CC=CC=C1,298.15,40.0,1.0,94.0,3.0,200.0,1.0,-1.380211242,2004,PNAS,National Acad Sciences,10.1073/pnas.0307101101,11
640,C=CC(=O)N(C)C,Rh,CC1C2(C)OC3(C)CC(C)(O2)P->%16(C2=CC=CC=C2)C1(C)O3.CC1C2(C)OC3(C)CC(C)(O2)P->%17(C2=CC=CC=C2)C1(C)O3.[RhH]%16%17%18.[C-]->%18#[O+],CC1C2(C)OC3(C)CC(C)(O2)P(C2=CC=CC=C2)C1(C)O3,CC1=CC=CC=C1,373.15,20.0,1.0,2.0,1.25,500.0,1.0,-1.0,2010,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.200900871,26
641,C=CC(=O)N(C)C,Rh,CC1C2(C)OC3(C)CC(C)(O2)P->%16(C2=CC=CC=C2)C1(C)O3.CC1C2(C)OC3(C)CC(C)(O2)P->%17(C2=CC=CC=C2)C1(C)O3.[RhH]%16%17%18.[C-]->%18#[O+],CC1C2(C)OC3(C)CC(C)(O2)P(C2=CC=CC=C2)C1(C)O3,CC1=CC=CC=C1,353.15,20.0,1.0,2.0,1.25,500.0,1.0,-1.477121255,2010,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.200900871,9
642,C=CC(=O)N(C)C,Rh,CC1C2(C)OC3(C)CC(C)(O2)P->%16(C2=CC=CC=C2)C1(C)O3.CC1C2(C)OC3(C)CC(C)(O2)P->%17(C2=CC=CC=C2)C1(C)O3.[RhH]%16%17%18.[C-]->%18#[O+],CC1C2(C)OC3(C)CC(C)(O2)P(C2=CC=CC=C2)C1(C)O3,CC1=CC=CC=C1,333.15,20.0,1.0,2.0,1.25,500.0,1.0,-1.698970004,2010,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.200900871,4
644,C=CC(=O)N(C)C,Rh,CC1C2(C)OC3(C)CC(C)(O2)P->%16(C2=CC=CC=C2)C1(C)O3.CC1C2(C)OC3(C)CC(C)(O2)P->%17(C2=CC=CC=C2)C1(C)O3.[RhH]%16%17%18.[C-]->%18#[O+],CC1C2(C)OC3(C)CC(C)(O2)P(C2=CC=CC=C2)C1(C)O3,CC1=CC=CC=C1,333.15,50.0,1.0,2.0,1.25,500.0,1.0,-1.556302501,2010,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.200900871,8
645,C=CC(=O)N(C)C,Rh,CC1C2(C)OC3(C)CC(C)(O2)P->%16(C2=CC=CC=C2)C1(C)O3.CC1C2(C)OC3(C)CC(C)(O2)P->%17(C2=CC=CC=C2)C1(C)O3.[RhH]%16%17%18.[C-]->%18#[O+],CC1C2(C)OC3(C)CC(C)(O2)P(C2=CC=CC=C2)C1(C)O3,CC1=CC=CC=C1,333.15,10.0,1.0,2.0,1.25,500.0,1.0,-1.146128036,2010,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.200900871,19
646,C=CC(=O)N(C)C,Rh,CC1C2(C)OC3(C)CC(C)(O2)P->%16(C2=CC=CC=C2)C1(C)O3.CC1C2(C)OC3(C)CC(C)(O2)P->%17(C2=CC=CC=C2)C1(C)O3.[RhH]%16%17%18.[C-]->%18#[O+],CC1C2(C)OC3(C)CC(C)(O2)P(C2=CC=CC=C2)C1(C)O3,CC1=CC=CC=C1,373.15,10.0,1.0,2.0,1.25,500.0,1.0,-0.477121255,2010,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.200900871,44
647,C=CC(=O)N(C)C,Rh,CC1C2(C)OC3(C)CC(C)(O2)P->%16(C2=CC=CC=C2)C1(C)O3.CC1C2(C)OC3(C)CC(C)(O2)P->%17(C2=CC=CC=C2)C1(C)O3.[RhH]%16%17%18.[C-]->%18#[O+],CC1C2(C)OC3(C)CC(C)(O2)P(C2=CC=CC=C2)C1(C)O3,CC1=CC=CC=C1,333.15,20.0,1.0,1.5,1.25,500.0,1.0,-1.913813852,2010,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.200900871,1
648,C=CC(=O)N(C)C,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,333.15,20.0,1.0,1.5,1.25,500.0,1.0,-1.672097858,2010,Advanced Synthesis & Catalysis,wiley,10.1002/adsc.200900871,6
